###############################################################################
# pdi.txt
# This file was auto-generated by cryptotvgen v1.1.0
###############################################################################
# Parameter:
#
# add_partial            - False
# aead                   - pyjamask128aeadv1
# block_size             - 128
# block_size_msg_digest  - None
# cc_hls                 - False
# cc_pad_ad              - 0
# cc_pad_d               - 0
# cc_pad_enable          - False
# cc_pad_style           - 1
# ciph_exp               - False
# ciph_exp_noext         - False
# gen_custom_mode        - 0
# hash                   - None
# io (W,SW)              - (32, 32)
# key_size               - 128
# max_ad                 - 128
# max_block_per_sgmt     - 9999
# max_d                  - 128
# max_io_per_line        - 9999
# message_digest_size    - 64
# min_ad                 - 0
# min_d                  - 0
# msg_format             - ('npub', 'ad', 'data', 'tag')
# npub_size              - 96
# nsec_size              - 0
# offline                - False
# tag_size               - 128
###############################################################################

#### Authenticated Encryption
#### MsgID=  1, KeyID=  1 Ad Size =  114, Pt Size =  125
# Instruction: Opcode=Activate Key
DAT = 8A6D6399FAF50B7CC3D1F6738B537A87103571F3BEA9069C1B065D548CCF9310FD9BD56260662AA8E96D52D88BA53AE6B935E4830DA650B021A60FA41BF3CDCBCAADCA81B863C06C50AAEB1DA1433C56650A7234CA9D97E36200081D28D0276BF637DC2BDF397B50E37A8AF57FF60000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=115 bytes
HDR = 56000073
DAT = E693FD1C44E8DFA3AC8556402384D550B269A1AF032568680849FFF5799E93589B7A0A16B125A55B02D6C2F543A7706F92942853DBAFC002A9A1A2AD7E55FE19BF1371CCE76FC77831721F01F4A1DFF48C1F418335B0E7C6FAD76524061BA95BF2BBE5DBB3C81F4E70660E2E8ED8A918538C7200
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 7585E93167FAA0EFA27C215F103129D1

#### Authenticated Decryption
#### MsgID= 29, KeyID= 13 Ad Size =   16, Ct Size =   25
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 2E283A71648E448E817956CA
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=16 bytes
HDR = 12000010
DAT = B384D90EC1F1E731E20CBB187016BDA5
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=25 bytes
HDR = 56000019
DAT = 2837AA91248E1AD4A0296EF6B629F202C49D62EACA9C9137A9000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 04C63AA6DB0C088F9503F898819CD7CF

#### Authenticated Encryption
#### MsgID= 30, KeyID= 14 Ad Size =    2, Pt Size =   98
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 6D5568DD591BD4DDD6C754C4
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=2 bytes
HDR = 12000002
DAT = D9D10000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=98 bytes
HDR = 47000062
DAT = 5689607E01A927F4614E7C82FC804914F59D347FEB002B8775A2A8C0AD646507E96567962993818518F2E54751A0E74D946E3C81F3CF427FCF23325AD021E30C66FC03BD69BCE9F22D8FB113CF5B216063763A07A0B887712616A0A9D4AE06E037900000

#### Authenticated Decryption
#### MsgID= 31, KeyID= 15 Ad Size =   44, Ct Size =  127
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = FD7C29FBB6021F8F88AB385C
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=44 bytes
HDR = 1200002C
DAT = 102F3CA7C277650C36FA15ADAFB25D4AD0443ECB941A75911B703440351270AF112F71296CABD1627DA3603A
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=127 bytes
HDR = 5600007F
DAT = CFAD1397A11F9007B228982CA645016A2D38693BB886A357F4B8E644E105FA18A442FB32FCAF8026A7620811B82B57CAC7C501875FC8EFE14046DB02F4E4861F9468167962DF56983175182F1BE6D9DAB31C8A647955E643A1490D10629763401507255B6FA4EA1DE100DD00710D44D31E29E3D8D2FF93E26ACFE834E50E1800
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 3205727E40E34844DA3E62E950245819

#### Authenticated Encryption
#### MsgID= 32, KeyID= 16 Ad Size =    0, Pt Size =   59
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 41DF58D79B092C5DD2EF5C0A
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=0 bytes
HDR = 12000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=59 bytes
HDR = 4700003B
DAT = B07B30753BFFF0F314B91F9336526A9B73C7868F51A1F0E69430F0A89B40C880B71FF482F770CF3F1511257D440317BF1D1DE12DA61B8B49CFEDD800

#### Authenticated Decryption
#### MsgID= 33, KeyID= 17 Ad Size =   17, Ct Size =   40
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 5E1C995F974A8B7ED70EACEA
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=17 bytes
HDR = 12000011
DAT = C1B94BC535DE7472894E8461F9696C0404000000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=40 bytes
HDR = 56000028
DAT = B5820ECEE6A2EB23D9D00746BA05AE540EF03F906C5F0CB3157841B93954EB7C0E79BAEB2C1D0EBA
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = CC0A6C6092A8B4CCF95E09EF8A098DCF

#### Authenticated Encryption
#### MsgID= 34, KeyID= 17 Ad Size =   34, Pt Size =   32
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 6DF7C58748CACC0CB6F6B6F9
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=34 bytes
HDR = 12000022
DAT = E3E793DE75051570C9589062BBEB53665CFDBA757CDB91E7A275CB648096F50BA6530000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=32 bytes
HDR = 47000020
DAT = E176F6E2711D30FAFA7C883BA84871E627E2DEC6407BDEA3420CFDADB5CF95ED

#### Authenticated Decryption
#### MsgID= 35, KeyID= 18 Ad Size =   51, Ct Size =   20
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 63A8F2A61119B4CF531CB6ED
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=51 bytes
HDR = 12000033
DAT = 14501710DA13BF912BDF89C370D1F0D8DD7152D42CB96FE038710D2FD1A7A266F03139ACD858FF59D10D945E2BC23B26AB4A4700
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=20 bytes
HDR = 56000014
DAT = 9EC25700C4D7755663800DD2B73FD2F204EC889B
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 71F8092E7BA53AF34192BE6B24551E20

#### Authenticated Encryption
#### MsgID= 36, KeyID= 18 Ad Size =  123, Pt Size =  110
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 35A0903F47712B68365C2765
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=123 bytes
HDR = 1200007B
DAT = 3A77FFFBE8607017146F468CA570786E12429A012F8D9E1A63168796A51F21ACF804D5611400FDF5ACBD36A9044D7908C6224E34B90841D8DF6A4B76B22C47B9DD77B1A8772B9A5502D0F72082DC9DD651DACC78204A3B32A024CD4F9C379785C6B2428FDA8CCC1602686CB7CB0E6A6CAA56C6AE3BF2C0971EC2F600
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=110 bytes
HDR = 4700006E
DAT = 6ED149F336FF008BDB26B239DEF732617E84C2FC30367D415F43CE90D58FA3754108BCEE5EE31C889504B73B49D97C2A71CB354FAF5E9AFB7D258EF7981B7358E1BC0D417D7B73EECFAE35EBCF09DACB19B75946D9FEEAF951057287AB975954E8E57CE904FBF7DE6C2D2832F9DE0000

#### Authenticated Decryption
#### MsgID= 37, KeyID= 19 Ad Size =  115, Ct Size =   81
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 67AB764BECCA7ECABDADC4B1
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=115 bytes
HDR = 12000073
DAT = EFEA8E7BBD953C99BAEA4B698B254510048014CFEE6AA6948B7D2E564FE6B062EA1A6520198A0FEB4F82C52CA30F29C5A3E5C975DE5C13E3C2EF9AB50591B75D674B2EE3DB97AB8C46A15EE3DF1C15289B7C485723048B1BEB7FA5DF5227C65DBB94435896030594DCE0A641663D25D844423000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=81 bytes
HDR = 56000051
DAT = 760BAF6AB83105FF369D9A3BAEB45664C65891F08820D08B28F5362A0C5BD2AA1F66176940ABA92C57D75B6B8F74007E45E0F5E183059746A7DAA5D6CBC06F87495EF2FC0B9A749836BB41CC7767AC41F7000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 153B4D3899CAB42E35D8B9BB08C402BB

#### Authenticated Encryption
#### MsgID= 38, KeyID= 20 Ad Size =  115, Pt Size =   14
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 85D99AB83C69A32031040A2A
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=115 bytes
HDR = 12000073
DAT = 3F42075FE63282F05EF567CE8328E3663E2E9C45F08292D7149F05212269D35FFE7FA9A968132DE4786196FD880864F4ACD6B2640A9F94B26AD342459C410178D47DBFD27CBD6036B0171D04B111F318B0ABB2430ECE857CAB8800C0B221E75EF4630873FB0BF407959B7904D784DD73FEECC800
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=14 bytes
HDR = 4700000E
DAT = B5EA852E83F6CDCB60A82EDA057B0000

#### Authenticated Decryption
#### MsgID= 39, KeyID= 21 Ad Size =   65, Ct Size =   25
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = BC2C39282926A299CE0B0140
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=65 bytes
HDR = 12000041
DAT = 099C0EA1D099678F420DCE2FEF69AF88C706D51BFE3773EA1E92221D9627AD8685D1D2302883F032D874812DA773D3922DE4613648D709B39EA77DD01F87A9C961000000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=25 bytes
HDR = 56000019
DAT = 44EFB4DABCFEA22B351181D8DB80158D31AEB35476DDE060DC000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 00A1684E99130CE4B02EB5CD1C3A3E1C

#### Authenticated Encryption
#### MsgID= 40, KeyID= 22 Ad Size =   24, Pt Size =    0
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 9B0224F77A2B4CAD6272ECAE
# Info :          Associated Data, EOI=1 EOT=1, Last=0, Length=24 bytes
HDR = 16000018
DAT = 0B854E84ABEEAC68C7A38FC64939CCBDF98B8A0E147F78DD
# Info :                Plaintext, EOI=0 EOT=1, Last=1, Length=0 bytes
HDR = 43000000

#### Authenticated Encryption
#### MsgID= 41, KeyID= 23 Ad Size =  119, Pt Size =  100
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = B48C3C0BD3527A58E975D7EC
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=119 bytes
HDR = 12000077
DAT = 6D6F4E2A72E070C5D03A857E71736AA8F34084FC31C6AD86E2B85C85B3A831E8B3E7729A123DB4CA88CC92EEABCC358EFD2C93F9156792B09F5C7C35AE2AA81B912D1780C090B88233A4B7738694E54AD082C81758C9A3E4B327357558C16B3659333E70E8FE4441B945A8856DD4D648979D782E04BA3300
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=100 bytes
HDR = 47000064
DAT = 94CB56509208DC07D37136BE6AE4248EBDB19691C183A7A82A7B94B1C6C3E15691681EC49E7057DCF0B2E24A068633BA59C7A2D77DBDAF0745959D9F5858BE546BFC550C0382284B9841EAD9C5F576165E65A4B47FCD4C4746890B6E5BAD858CB2716D0A

#### Authenticated Decryption
#### MsgID= 42, KeyID= 23 Ad Size =   38, Ct Size =   86
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 8CCC38825D9C4501F5D89D79
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=38 bytes
HDR = 12000026
DAT = 28897DDF9A28F813F350057E3D6E7D728564CAB382D5FD984CFBE7AECC0BC3C6CD2F703F5AE80000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=86 bytes
HDR = 56000056
DAT = 609C8A3EECFEAD46CB4129844B3687D16BA403ABA0FA2261B1A486FC82B4A25AFD42CFE4D051591464097E89ABD6EC48E49F6D25759CF776B35560ECDFD70CF110600C26C1E6BCD3876B721B585DD1CAAD6ED5DC60000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = D210BB31728BA5D1F7E491C4FB29157D

#### Authenticated Decryption
#### MsgID= 43, KeyID= 24 Ad Size =   78, Ct Size =    4
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 8DA3FD923617218A9B8D208F
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=78 bytes
HDR = 1200004E
DAT = CC838814F83CE76133DA3C0EE5B43068EEDC0A951D1EF42D7EE67B2F136DB12F764696296FFEDBF892D1CC79E0782F0535A8738BF9CF870999ABF8ACC4CB63E31ED9A1E6304C7F1AF294D773305A0000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=4 bytes
HDR = 56000004
DAT = B993F33D
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 8F42C224D1D6F32F69BFE177CDF2B6FC

#### Authenticated Decryption
#### MsgID= 44, KeyID= 24 Ad Size =   34, Ct Size =   42
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 3971066F9EEF01650879AC47
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=34 bytes
HDR = 12000022
DAT = BB59BDFE04F9ED2777B3CCD75621F9EC262108FE35B73BDBA95B74213F26B77DF03E0000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=42 bytes
HDR = 5600002A
DAT = D2F68C41B97FCC7A40CBFA253919EDFC5DE7AFABADDF7A0E042AEF2B643D72E1D6C65A6437AB530AE9530000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 4BB0D697C09F62FC426FDA709D4F82EA

#### Authenticated Encryption
#### MsgID= 45, KeyID= 24 Ad Size =   25, Pt Size =  120
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 8199838017729365D04BDF59
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=25 bytes
HDR = 12000019
DAT = 6803F641424E7106ADA5FE59F59B29373B4736DDD9D52A8913000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=120 bytes
HDR = 47000078
DAT = 0CADD2F600B446CA312A8A6AC14F237970C8F5B4EDE7B36B40B2E6A988D2BFA2A791945BF86788C0306854D59B08F76FD76C9851ADC25C5E9EC3F151C40F511750075E636D7019509D78A182DA646AF74B07F93C6B1E2FAEC142933B7798F05052EBDCCA5D3C3D3737083435310FBF20F4909EBB257349AF

#### Authenticated Encryption
#### MsgID= 46, KeyID= 25 Ad Size =  125, Pt Size =   97
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 5212925B7CCFD16FAD273369
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=125 bytes
HDR = 1200007D
DAT = 004DD9FC28DDDC06009B3AD180B2F23A5A9441E2E54E967E6746E2FAFA50A42F076FDE6D71A9540942A9A7F19CAF171973E6BD1FFC98FF7559BF8E017A45231F0305A3D549B8CB4B4ED5F87AB5C0FF8DC66CA740D2BD9459A496B8D0B702A731C0A2E1AC900DD5ABE56B96D9085E903B00B8197EF54664EBCD9ECE2106000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=97 bytes
HDR = 47000061
DAT = 501C9F42AB4D81E4514128FB8FC7816C85D1606099D2687A5D4D5024227F85D657E3F1240E354512931E7E0A692C66EE7D884B45750F4FDDE8922B1D8191AA19C8EA316BCBAD351FDF879973EE6794750590A5FF561E5723A49C6AF32099F7AFC0000000

#### Authenticated Decryption
#### MsgID= 47, KeyID= 26 Ad Size =   60, Ct Size =   77
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = EA1022DD806056EAF2CE2F16
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=60 bytes
HDR = 1200003C
DAT = 0A14EC717829EEFCF2F00C7E7147D8A06B4D7EAA51EF57548D274F08AE1D6A4D5E1B636E631198DE3C689277B069F3D5B8BE3DB25193677A41EA4719
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=77 bytes
HDR = 5600004D
DAT = 3941C7B4B7C75265096BE04AC72C2D47EABA825B26AFACC2551ADC2558C9F31F4AEAB74565B7E2347F2D2CFCE9229A946A7A3457C12B284B3B07C13C295D8DE827292E547341D0EFB5FB837450000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 15802BBECC809D7A19BF46993FD45268

#### Authenticated Encryption
#### MsgID= 48, KeyID= 26 Ad Size =   73, Pt Size =   28
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 26C19137274ECC41758C7C89
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=73 bytes
HDR = 12000049
DAT = 6AB7FD0D17B12553B636EB67173126513D56F34BDBB387706F2B34BA213E40E7EA376AD09789AAF32236C353F82263764DB70AB74F798B65CC40F25346E31CF6A86EE6EE00231D4517000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=28 bytes
HDR = 4700001C
DAT = 55DB30AB19AAB67316066C46D46BB7E9D8A281074BA18D740C6E0FD2

#### Authenticated Decryption
#### MsgID= 49, KeyID= 27 Ad Size =   24, Ct Size =   13
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = D5B27B1801076C3FD04D3016
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=24 bytes
HDR = 12000018
DAT = 8B534CF97C4156C238218F7A04C26E2ABD8F54159E86C34B
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=13 bytes
HDR = 5600000D
DAT = FDCFF9EE602DCC3F4C1C846954000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 6C4256E0167448939F4BA099ABD34A58

#### Authenticated Decryption
#### MsgID= 50, KeyID= 27 Ad Size =   69, Ct Size =   69
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 1FA95EF41EB7CDD4E6E3D80F
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=69 bytes
HDR = 12000045
DAT = A1DC97E1DDCB07ABBA58ACAF76F373136C4AD43960CAC63EABBAC625A1A05D35ED67752B909BBE4A0717C70C32384D8728E521CF50F9D351B7B763730C6F8D977E7D0ED2C2000000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=69 bytes
HDR = 56000045
DAT = 3991DB050FA9306C45946435B6727A995D3F1EF09A17A138EBCA9D58AF44E8AE9FB49E1E1F9E17154D8A42D3159DA8964F7BF3AA559A6DC1E4D9D74A2DDE7C72FB60A73043000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 0550C0B1913E45F1C9172D95E3AF9708

#### Authenticated Encryption
#### MsgID= 51, KeyID= 28 Ad Size =   58, Pt Size =    5
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 1232E6C1E226BA33BFE5ACAC
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=58 bytes
HDR = 1200003A
DAT = B0DFAA3D805C9D0ABE7AA79C312E32639B804E8FEE09EE1117E90073BD164DF4444EBE3BB3B9A26B8D961A84CAE352EC2DB2B0F2115FB1439C510000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=5 bytes
HDR = 47000005
DAT = A139DA5FAC000000

#### Authenticated Encryption
#### MsgID= 52, KeyID= 28 Ad Size =  122, Pt Size =   49
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = F7A9E21DAF1E643514F4B49C
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=122 bytes
HDR = 1200007A
DAT = 3C89BBD4F039CB9725652A5A5D5A88D95EB833E16B4A53A79A7E10212D8DAE1E70FE874D7FAA0A2611C37EF438F6ED7B105EF4085FF5F3F420FA804A5C785D67E5FF385B7705AD81FD6E188D71BEF5F93534B78F4F5A6FC396270955AD13836E75861233904E5FC07D929F5B1A2AE1AF00527F8450F5617C53440000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=49 bytes
HDR = 47000031
DAT = 8AE967A048AB374B5BE9518CFEA6E9BC13F5E8686432281ADC2D87640415936A20107C6B0C072FEF2A4E0EF0C0E9BDB022000000

#### Authenticated Decryption
#### MsgID= 53, KeyID= 29 Ad Size =   25, Ct Size =   60
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 5E301D108B522B577A622FF8
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=25 bytes
HDR = 12000019
DAT = 82E87D66A6EB222F80D5467C922F44941F7D921116BAEFEF9E000000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=60 bytes
HDR = 5600003C
DAT = CAB609787494149DCBF0DDF07532AE2A4BB11BA6D08EB79266ECC17AB60299F48D04F2A5368DD04F8EAF85B88B38DAAB925698AAEBFAC159BC8DAAA1
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = CE2060A79EF7E292D4F4BE70DAD2FE35

#### Authenticated Decryption
#### MsgID= 54, KeyID= 30 Ad Size =   63, Ct Size =  106
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 8842D93E4FBE3D3375A5318D
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=63 bytes
HDR = 1200003F
DAT = 69D16862E3C98F13729E15E0652EEB4036DAE3575AB53AF014411913599E52F0A60E298800AC34A47EB44B742555D686BBA8A344D38AF49CF03F8203B9023900
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=106 bytes
HDR = 5600006A
DAT = 41DFE98E8522660F13F1216938B9F304A37D7C86AF992D05DF0B96036E33A64BF7814933AAC5FB9FA8E3A53381F2C9D7E9A9A3C2D97DA50E15A66A3181510F0105544610CCAC1554B8324D45C944D0D54E54062C4C141F1DD9C5E4EBEC151D3AC6C4C270A18454A5068B0000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = B2574BEBD52F56CED0D61A0E063368E4

#### Authenticated Decryption
#### MsgID= 55, KeyID= 31 Ad Size =   93, Ct Size =   67
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = BD3C2203868F1F55BAABC9FC
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=93 bytes
HDR = 1200005D
DAT = 99694B077F2EB307C8BA19614A9C6C43D1A74A9A71FF6EA1E608A50609B7547CA5B7FCC56DFC1FA73DC8C68453E998AFBC6CDB071F19FD01B254A0CED0BC6740A9326371B4937223A6EFCE621CD3614605F68232B72F680CCCCCDD19C8000000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=67 bytes
HDR = 56000043
DAT = C2FF98F7C3D8429A8BECF0FD71F09CDE5C81EDCB0961BB6264708055789989FE4271A9C72FA918F8450B9B61DEDCD2DECF319507F101559A8991AFF94B4DA688D10D5700
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 240C02DEE8B3526BED79AAAAD779FD72

#### Authenticated Decryption
#### MsgID= 56, KeyID= 32 Ad Size =   16, Ct Size =  113
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 3F680259135456C028EE8E73
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=16 bytes
HDR = 12000010
DAT = 602B028DE2F2E40E2F8FD88819A5A267
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=113 bytes
HDR = 56000071
DAT = FA7332DEBD785F85922158B3DBB9E54B5A0F360E5808D077A3A914D2780FDF255C2EF02216351271573AFA7BDEFCE9CAB98319A0A950661A5BF00A48ADEC56D5EDF8EF5538C0F790F8C3074600FDB887D4B50C33BC19687DB129FE9B1820F9D59A7A40474F423DE79FB179427FF0709CA1000000
